Laure,Gaudin,Biarritz,France,2019,PHP
Inès,Descamps,Biarritz,France,2019,PHP
Roger,Normand,Biarritz,France,2019,PHP
Élisabeth,Laporte,Biarritz,France,2019,PHP
Laurent,"Le Roux",Biarritz,France,2019,PHP
Théophile,Blanc,Bordeaux,France,2019,PHP
Julie,Charrier,Bordeaux,France,2019,PHP
Élodie,Moreau,Bordeaux,France,2019,PHP
Renée,Guilbert,Bordeaux,France,2019,PHP
Margot,Maillard,Bordeaux,France,2019,PHP
Victoire,Wagner,"La Loupe",France,2019,PHP
Patricia,David,"La Loupe",France,2019,PHP
André,Joly,"La Loupe",France,2019,PHP
Laurent,Merle,"La Loupe",France,2019,PHP
Camille,Berger,"La Loupe",France,2019,PHP
Michèle,Chevalier,"La Loupe",France,2019,PHP
Rémy,Perret,"La Loupe",France,2019,PHP
Hortense,Guerin,"La Loupe",France,2019,PHP
Alphonse,Morvan,"La Loupe",France,2019,PHP
Benoît,Marty,"La Loupe",France,2019,PHP
Denis,Pottier,"La Loupe",France,2019,PHP
Hortense,Goncalves,Lille,France,2019,PHP
Nath,Remy,Lille,France,2019,PHP
Gabriel,Lelievre,Lille,France,2019,PHP
Auguste,Gillet,Lille,France,2019,PHP
Daniel,Lombard,Lille,France,2019,PHP
Xavier,Bazin,Lille,France,2019,PHP
René,Moreau,Lyon,France,2019,PHP
Gérard,Boutin,Lyon,France,2019,PHP
Arnaude,Charpentier,Lyon,France,2019,PHP
Françoise,Normand,Lyon,France,2019,PHP
Honoré,Gerard,Lyon,France,2019,PHP
Émile,Michel,Lyon,France,2019,PHP
Julie,Allain,Lyon,France,2019,PHP
Yves,Herve,Lyon,France,2019,PHP
Caroline,Vaillant,Lyon,France,2019,PHP
Margaux,Besson,Marseille,France,2019,PHP
Daniel,Joly,Marseille,France,2019,PHP
Sylvie,Duval,Marseille,France,2019,PHP
Margot,Gomez,Marseille,France,2019,PHP
Caroline,Moreno,Marseille,France,2019,PHP
Laure,Chretien,Marseille,France,2019,PHP
Benjamin,Gilbert,Marseille,France,2019,PHP
Maurice,Remy,Marseille,France,2019,PHP
Pauline,Valentin,Marseille,France,2019,PHP
Hugues,Dumont,Marseille,France,2019,PHP
Claudine,Couturier,Marseille,France,2019,PHP
Marguerite,Blanc,Nantes,France,2019,PHP
Élodie,Carlier,Nantes,France,2019,PHP
Grégoire,Coste,Nantes,France,2019,PHP
Victor,Toussaint,Nantes,France,2019,PHP
Alain,Boutin,Nantes,France,2019,PHP
Nathalie,Lopez,Nantes,France,2019,PHP
Nathalie,Hebert,Nantes,France,2019,PHP
Antoine,Delmas,Nantes,France,2019,PHP
Léon,Poirier,Nantes,France,2019,PHP
Nicolas,Dubois,Orleans,France,2019,PHP
Jeanne,Gonzalez,Orleans,France,2019,PHP
Christine,Leclerc,Orleans,France,2019,PHP
Isabelle,Marin,Orleans,France,2019,PHP
Suzanne,Pages,Orleans,France,2019,PHP
Anaïs,Blondel,Orleans,France,2019,PHP
Maurice,Moreno,Orleans,France,2019,PHP
Denise,Levy,Paris,France,2019,PHP
Catherine,Nicolas,Paris,France,2019,PHP
Hortense,Vaillant,Paris,France,2019,PHP
Émile,Garcia,Paris,France,2019,PHP
Clémence,Traore,Paris,France,2019,PHP
Victoire,Grondin,Reims,France,2019,PHP
Simone,"De Sousa",Reims,France,2019,PHP
Raymond,Renaud,Reims,France,2019,PHP
Bertrand,Mary,Reims,France,2019,PHP
Jean,Pottier,Reims,France,2019,PHP
Philippe,Ribeiro,Reims,France,2019,PHP
Émile,Perret,Reims,France,2019,PHP
Nicolas,Guyon,Strasbourg,France,2019,PHP
Manon,Clement,Strasbourg,France,2019,PHP
Émile,Dumas,Strasbourg,France,2019,PHP
Henri,Carlier,Strasbourg,France,2019,PHP
Dominique,"Da Silva",Strasbourg,France,2019,PHP
Yves,Blin,Strasbourg,France,2019,PHP
David,Dupuis,Strasbourg,France,2019,PHP
Susanne,Lucas,Toulouse,France,2019,PHP
Roger,Garcia,Toulouse,France,2019,PHP
Isaac,Martineau,Toulouse,France,2019,PHP
Éléonore,Laroche,Toulouse,France,2019,PHP
Marguerite,Bertin,Toulouse,France,2019,PHP
Odette,Carlier,Toulouse,France,2019,PHP
Joseph,Rodriguez,Toulouse,France,2019,PHP
Camille,Raymond,Toulouse,France,2019,PHP
Anastasie,Roux,Toulouse,France,2019,PHP
Richard,Rodrigues,Toulouse,France,2019,PHP
Julie,Perez,Tours,France,2019,PHP
Zoé,Vasseur,Tours,France,2019,PHP
Anaïs,Lebon,Tours,France,2019,PHP
Henri,Riviere,Tours,France,2019,PHP
Françoise,Godard,Tours,France,2019,PHP
